Names;Links;Description
Visteon Corporation;http://www.visteon.com;Design and manufactures vehicle cockpit electronics products, connected car & electrification solutions. Also, advanced driver assistance systems (ADAS). Hiring ROS engineers ([ADAS Systems Integration Engineer](https://www.disabledperson.com/jobs/34862126-adas-systems-integration-engineer)).
Vistion;https://vistion.si;Hardware and software system integration. Machine vision systems. Use ROS across their offering[^236]
Volador FlyTech;http://www.voladorft.com/;Provide drone solutions for various industries and applications. Their offerings include multi-rotor drones, software and hardware solutions, as well as services such as aerial photography and mapping. Hiring ROS engineers ([Robotics/UAS Control Engineer](https://www.linkedin.com/jobs/view/robotics-uas-control-engineer-at-volador-flytech-3440929186/?originalSubdomain=uk)).
Volvo Group;https://www.volvogroup.com/;Manufacture trucks, buses, construction equipment, and marine and industrial engines. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^161].
Vortex Robotics;http://www.vortex-co.com;Provide marine services like tank inspection, underwater filming, pipeline inspection and visual sonar inspection. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for Vortex Robotics (see [`VorteX-co/vision_opencv`](https://github.com/VorteX-co/vision_opencv)).
Wandelbots;http://www.wandelbots.com;Develop software for industrial robots. Their flagship product is Wandelbot, a collaborative robot (cobot) that can be trained by non-experts to perform a wide range of tasks using a simple, gesture-based interface. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
WeGo-Robotics;https://wego-robotics.com;Company building solutions using ROS and doing system integration with it for labs, as well as Proof of Concepts. System integration using [`MoveIt`](https://github.com/ros-planning/moveit) for controlling Manipulator or [`Navigation Stack`](https://github.com/ros-planning/navigation) for controlling Mobile Robot or both for Mobile Manipulator. Mainly based on `ROS`, but started to support `ROS2`. (2022) (see [`WeGo-Robotics`](https://github.com/WeGo-Robotics)).
Weston Robot;https://www.westonrobot.com/;Develop integrated robotics solutions. The company's products include [exoskeletons](https://www.westonrobot.com/industrial-exoskeleton), [outdoor](https://www.westonrobot.com/ground-UGV) robots, robotic [arms](https://www.westonrobot.com/robot-arm) and hands, warehousing and logistics robots. ROS drivers (see [`westonrobot`](https://github.com/westonrobot)).
WHILL;https://whill.inc/jp/;Design and create personal mobility products. The robots' software is based on ROS [^2]. A ROS package is available for R&D purposes (see [`ros_whill`](https://github.com/WHILL/ros_whill))[^3].
Wind River;http://www.windriver.com;Provide software and services for embedded systems and the Internet of Things (IoT). Their products include operating systems, development tools, and middleware for embedded devices, as well as software for edge computing, industrial automation, and autonomous systems. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Wyca Robotics;https://www.wyca-robotics.fr/;Indoor autonomous mobile robot platform for system integrators that leverages ROS 2 subprojects[^212] for their Elodie robot.
Xaxxon Technologies;http://www.xaxxon.com/;Develop a surveillance robot called the Oculus Prime[^60] which can be used for automated surveillance of private property. ROS packages for Oculus Prime Robot (see [`oculusprime_ros`](https://github.com/xaxxontech/oculusprime_ros)).
Xsens;http://www.xsens.com;Is a company specializing in the field of 3D motion tracking technologies. ROS node driver for Xsens devices. (see [`xsens_mti_ros_node`](https://github.com/xsens/xsens_mti_ros_node)).
X - ENDER;https://www.x-ender.com/;Develope decentralized control systems to enable full and functional autonomy over groups of heavy autonomous drones for agriculture and firefighting, autonomous tractors, smartcities management and much more. Hiring engineers with experience in ROS ([ROS developer](https://www.linkedin.com/jobs/view/3739750233)).
Yaak;http://www.yaak.ai;Develop an autonomous driving platform. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for Yaak (see [`yaak-ai/vision_opencv`](https://github.com/yaak-ai/vision_opencv)).
Yaskawa Motoman;https://www.motoman.com;Provided automation products and solutions for industry and robotic application. A wide range of robotic arms[^37]. [ROS 2](https://www.motoman.com/en-us/about/blog/ros-2-and-what-it-means-for-your-yaskawa-robotic-a) and what it means for your yaskawa robotic application development
YoGoKo;http://www.yogoko.com;Is a communication solutions provider for the connected, cooperative & autonomous vehicles evolving in intelligent environments. Can be integrated into a diversity of hardware and software platforms designed by third parties. ,also includes autonomous vehicle development software ([ROS](https://www.yogoko.com/solutions/y-smart-technology-description/)).
Yokogawa;https://www.yokogawa.com/sg/;Is a electrical engineering and software company, with businesses based on its measurement, control, and information technologies. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^163].
Yujin Robot;https://yujinrobot.com/;Offer products and services such as factory automation, autonomous mobile robots, mobile platform demo kits for research purposes, LiDAR sensors, SLAM technology and navigation software. Tools and utilities for development with ROS build environments (see [`yujin_tools`](https://github.com/yujinrobot/yujin_tools)).
Yuman;https://yuman-robots.com/;Develop autonomous mobile robots that automate the transport of small equipment in hospital wards that nurses need when caring for their patients. Hiring ROS engineers ([Robotics Engineer](https://thehub.io/jobs/6332b59560ad5faa531a1078)).
YZ Robot;http://www.yzrobot.cn/en/;"Specializes in the research and development of AI products. ""ROSYZ Robot kits"" are [ROS](http://www.yzrobot.cn/en/about-48-1.html) robot platforms which are prepared for students and robot fans who studying ROS and want to own a low cost high performance ROS open source platform."
Zebra Technologies;https://www.zebra.com/es/es.html;Global leader in barcode printing and RTLS technology including printers, RFID, software and supplies. Sponsor of the [ROScon](https://roscon.ros.org/2022/).
Zendar;https://www.zendar.io/;Develop high-definition [radar](https://www.zendar.io/technology) for autonomous vehicles. They offer [satellite radar systems](https://www.zendar.io/products) for cars, agriculture, robots and trucks. ROS drivers for Zendar radars (see [`ZendarInc`](https://github.com/ZendarInc)).
Zeropoint Robotics;https://www.zeropointrobotics.com/;Design and develop Autonomous Mobile Robots that collaborate with humans. Hiring ROS engineers ([Robotics Software Engineer](https://www.freshersworld.com/jobs/robotics-software-engineer-jobs-in-bangalore-zeropoint-robotics-pvt-ltd-940633)).
ZettaScale Technology;https://www.zettascale.tech;The company develops open source communication middleware that underpins next-generation robotics, transportation and mission critical applications. Sponsor of the [ROScon](https://roscon.ros.org/2022/).
Zhen Robotics;http://www.zhenrobot.com/;Develop package for delivery robots. Hiring ROS engineers ([ROS Development Engineer](http://www.zhenrobot.com/career_en.html)).
ZF;https://www.zf.com/mobile/en/homepage/homepage.html;Company supplies systems for passenger cars, commercial vehicles and industrial technology in four technology domains: Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility. They are known to be using ROS 2 forks[^210] to develop software.
Zipline;https://www.flyzipline.com/;Design, manufacture and operate drones to deliver vital medical products. Hiring engineers with experience in ROS ([Junior Embedded Systems Software Engineer](https://www.wayup.com/i-j-ZipLine-307782695030606/)).
Zivid;https://www.zivid.com;Provide of industrial 3D machine vision cameras and vision software for autonomous industrial robot cells, collaborative robot (cobot) cells and other industrial automation systems. ROS driver for Zivid 3D cameras (see [`zivid/zivid-ros`](https://github.com/zivid/zivid-ros)).
ZMP;https://www.zmp.co.jp/en;Provide robot infrastructure,� autonomous vehicles[^53], automotive technology and sensing technology[^54]. ROS Nodes for RoboCar[^55] (see [`robocar110_ros`](https://github.com/zmp/robocar110_ros)).
